Número;Cliente (Completo);Serviço (2º Nível);Status;Esforço estimado;Tempo trabalhado;Andamento;Data da última ação;Tipo de faturamento;Responsável;Account Manager ;Aberto em;Resolvido em;Vencimento em;Assunto;Serviço (3º Nível)
10073;BIB;M365;Fechado;40.0;62:38:00;100.0;26/05/2025 00:00;Descontar do PLUS no inicio do projeto;Luciano Seabra;Eder Rodrigues;03/02/2025 00:00;26/05/2025 00:00;31/03/2025 18:00;BANCO INDUSTRIAL DO BRASIL , CONSULTORIA EM MDM INTUNE (UTILIZAM M365 E3);Desenvolvimento e implementação de projeto INTUNE
10651;Novo Cliente Projetos;M365;Fechado;120.0;39:43:00;100.0;02/04/2025 00:00;PRIME;Luciano Seabra;Thiago Alcantara;05/03/2025 00:00;02/04/2025 00:00;31/03/2025 18:00;Droga Fonte - MS365;Migracao E-mails IMAP para M365
10631;JEM SYSTEM;M365;Em Atendimento;201.0;121:50:00;50.0;15/07/2025 00:00;PRIME;Luciano Seabra;Juliana Santos;28/02/2025 00:00;;19/08/2025 18:00;JEM - M365  Migration Cross Tenants;Migracao de tenant para tenant
10413;TW TRANSPORTES E LOGISTICA LTDA;M365;Fechado;150.0;70:35:00;100.0;31/03/2025 00:00;PRIME;Luciano Seabra;Eder Rodrigues;19/02/2025 00:00;31/03/2025 00:00;31/03/2025 18:00;TW TRANSPORTES, Migração Google/365;Migracao E-mails IMAP para M365
10440;ASA Investments;M365;Fechado;20.0;4:00:00;;28/02/2025 00:00;Faturado em outro projeto;Luciano Seabra;Erika Okada;20/02/2025 00:00;28/02/2025 00:00;28/02/2025 18:00;ASA, configuração de politica;Assessment de Segurança
11262;CAFÉ 3 CORAÇÕES;M365;Fechado;20.0;26:01:00;100.0;27/05/2025 00:00;Engajamento;Luciano Seabra;Cleber Bastos;04/04/2025 00:00;27/05/2025 00:00;12/05/2025 18:00;SANTACLARA, Threat Protection Engagement;Engajamento - Threat protection engagement
11263;CAFÉ 3 CORAÇÕES;M365;Fechado;20.0;0:24:00;100.0;30/05/2025 00:00;Engajamento;Luciano Seabra;Cleber Bastos;04/04/2025 00:00;30/05/2025 00:00;12/05/2025 18:00;SANTACLARA, Data Security;Engajamento - Data security
11264;TOZZINI FREIRE;M365;Fechado;20.0;33:55:00;100.0;30/05/2025 00:00;Engajamento;Luciano Seabra;Diogo Lima;04/04/2025 00:00;30/05/2025 00:00;29/05/2025 18:00;TOZZINI FREIRE, THREAT PROTECTION ENGAGEMENT;Engajamento - Threat protection engagement
10038;GDM;M365;Fechado;93.0;30:32:00;100.0;31/03/2025 00:00;Faturar no inicio do projeto;Tadeu Trajano;Erika Okada;31/01/2025 00:00;31/03/2025 00:00;31/03/2025 18:00;GDM- Migração KWS- Sharepoint;Desenvolvimento e implementação de projeto de migração para Sharepoint
11215;CAMPOS MELLO ADVOGADOS;M365;Fechado;12.0;5:02:00;100.0;04/06/2025 00:00;Faturado em outro projeto;Tadeu Trajano;Thiago Alcantara;02/04/2025 00:00;04/06/2025 00:00;25/07/2025 18:00;Campos Mello - Microsoft Defender for Office 365 P2 (Segurança Office 365) 12 horas;Desenvolvimento e implementação de projeto DEFENDER
10137;Pochteca;M365;Fechado;0.0;1:31:00;100.0;24/02/2025 00:00;Faturado em outro projeto;Tadeu Trajano;Juliana Santos;05/02/2025 00:00;24/02/2025 00:00;;Pré engajamento Coremal - Threat Protection Engagement;Assessment de Segurança
10946;BILD;M365;Fechado;20.0;31:32:00;100.0;27/05/2025 00:00;Engajamento;Tadeu Trajano;Mateus Silva;19/03/2025 00:00;27/05/2025 00:00;21/05/2025 08:00;BILD threat protection engagement;Engajamento - Threat protection engagement
11000;CAIXA RESIDENCIAL;M365;Fechado;20.0;4:01:00;100.0;28/05/2025 00:00;Engajamento;Tadeu Trajano;Diogo Lima;21/03/2025 00:00;28/05/2025 00:00;30/05/2025 08:00;CAIXA RESIDENCIAL, Threat Protection Engagement;Engajamento - Threat protection engagement
11013;CAIXA RESIDENCIAL;M365;Fechado;20.0;5:01:00;100.0;27/05/2025 00:00;Engajamento;Tadeu Trajano;Diogo Lima;24/03/2025 00:00;27/05/2025 00:00;30/05/2025 08:00;CAIXA RESIDENCIAL, Data Security Engagement;Engajamento - Data security
11128;SICOOB CREDICERIPA;M365;Fechado;20.0;23:02:00;100.0;16/06/2025 00:00;Engajamento;Tadeu Trajano;Erika Okada;28/03/2025 00:00;16/06/2025 00:00;24/06/2025 18:00;THREAT PROTECTION -CREDICERIPA - incentivos;Engajamento - Threat protection engagement
11129;SICOOB CREDICERIPA;M365;Fechado;20.0;4:03:00;100.0;16/06/2025 00:00;Engajamento;Tadeu Trajano;Erika Okada;28/03/2025 00:00;16/06/2025 00:00;24/06/2025 18:00;CREDICERIPA, DATA ENGAGEMENT - incentivos;Engajamento - Data security
11132;BILD;M365;Fechado;20.0;12:02:00;100.0;27/05/2025 00:00;Engajamento;Tadeu Trajano;Mateus Silva;28/03/2025 00:00;27/05/2025 00:00;26/05/2025 18:00;BILD data security engagement;Engajamento - Data security
11124;ENFORCE GESTAO DE ATIVOS S.A.;M365;Fechado;10.0;10:33:00;100.0;01/07/2025 00:00;Engajamento;Tadeu Trajano;Thiago Alcantara;28/03/2025 00:00;01/07/2025 00:00;27/06/2025 18:00;Enforce Data Security Engagement;Engajamento - Data security
11125;ENFORCE GESTAO DE ATIVOS S.A.;M365;Aguardando;10.0;8:32:00;100.0;15/07/2025 00:00;Engajamento;Tadeu Trajano;Thiago Alcantara;28/03/2025 00:00;;31/07/2025 18:00;Enforce- Threat Protection Engagement;Engajamento - Threat protection engagement
11031;SUPLEY;Data e Power;Em Atendimento;188.0;9:54:00;25.0;14/07/2025 00:00;Faturar no inicio do projeto;Vitória Germann;Mateus Silva;24/03/2025 00:00;;29/09/2025 20:00;SUPLEY melhoria na preparação de dados para bi - Vitória;Desenvolvimento e implementação de projeto Data
10606;CAMPOS MELLO ADVOGADOS;Data e Power;Fechado;15.0;20:57:00;100.0;28/03/2025 00:00;Descontar do PLUS no inicio do projeto;Helen Machado;Thiago Alcantara;27/02/2025 00:00;28/03/2025 00:00;25/03/2025 18:00;CAMPOS MELLO - APPS;Desenvolvimento e implementação de projeto Power App
10635;Marilan;Data e Power;Fechado;10.0;4:22:00;;31/03/2025 00:00;Faturar no inicio do projeto;CDB Data Solutions;Mateus Silva;28/02/2025 00:00;31/03/2025 00:00;;MARILAN horas cdb;Desenvolvimento e implementação de projeto Power BI Embedded
10388;Cerradinho;Data e Power;Fechado;18.0;20:01:00;;31/03/2025 00:00;Faturar no inicio do projeto;CDB Data Solutions;Mateus Silva;18/02/2025 00:00;31/03/2025 00:00;;CERRADINHO upgrade portal embedded cdb;Desenvolvimento e implementação de projeto Power BI Embedded
9957;IDEVER INTELIGENCIA DIGITAL LTDA;Azure;Em Atendimento;32.0;33:12:00;75.0;16/07/2025 00:00;Faturado em outro projeto;CDB Data Solutions;Gustavo Moyses;28/01/2025 00:00;;31/07/2025 18:00;IDEVER  / ADEQUAÇÃO AMBIENTE AZURE;
11343;SUPLEY;Data e Power;Em Atendimento;150.0;29:36:00;25.0;11/07/2025 00:00;Faturado em outro projeto;CDB Data Solutions;Mateus Silva;09/04/2025 00:00;;29/09/2025 18:00;SUPLEY melhoria na preparação de dados para bi - CDB;Desenvolvimento e implementação de projeto Data
10749;TOLI DISTRIBUIDORA;Data e Power;Fechado;22.0;20:06:00;;31/03/2025 00:00;Faturar no inicio do projeto;CDB Data Solutions;Eder Rodrigues;10/03/2025 00:00;31/03/2025 00:00;;TOLI DISTRIBUIDORA , SERVIÇOS POWER BI;Desenvolvimento e implementação de projeto Power BI Embedded
11014;TENDA ATACADO;M365;Fechado;10.0;34:21:00;100.0;27/05/2025 00:00;Engajamento;Carla Teixeira;Diogo Lima;24/03/2025 00:00;27/05/2025 00:00;26/05/2025 18:00;TENDA ATACADO, Data Security Engagement;Engajamento - Data security
10999;TENDA ATACADO;M365;Fechado;10.0;40:31:00;100.0;27/05/2025 00:00;Engajamento;Carla Teixeira;Diogo Lima;21/03/2025 00:00;27/05/2025 00:00;26/05/2025 18:00;TENDA ATACADO, Threat Protection Engagement;Engajamento - Threat protection engagement
11123;CAMPOS MELLO ADVOGADOS;Azure;Fechado;10.0;7:37:00;25.0;29/04/2025 00:00;Engajamento;Matheus Pacheco;Thiago Alcantara;28/03/2025 00:00;29/04/2025 00:00;28/04/2025 08:00;CAMPOS MELLO - INCENTIVO;Migracao Workload On Premises para Azure
10364;MERCUR;Data e Power;Fechado;35.0;18:16:00;100.0;13/03/2025 00:00;Descontar do PLUS no inicio do projeto;Felipe Neiva;Eder Rodrigues;17/02/2025 00:00;13/03/2025 00:00;13/03/2025 18:00;MERCUR , PREVENDAS ATUALIZAÇÃO PORTAL DE COMPRAS;Desenvolvimento e implementação de projeto Power App
11345;SUPLEY;Azure;Fechado;50.0;42:09:00;100.0;26/06/2025 00:00;Faturado em outro projeto;Erick Alex;Mateus Silva;09/04/2025 00:00;26/06/2025 00:00;23/06/2025 18:00;SUPLEY melhoria na preparação de dados para bi - Azure;Desenvolvimento e implementação de projeto Defender for Cloud
10726;TENDA ATACADO;Azure;Fechado;45.0;27:06:00;100.0;25/03/2025 00:00;Faturar no final do projeto;Erick Alex;Diogo Lima;10/03/2025 00:00;25/03/2025 00:00;26/03/2025 18:00;TENDA ATACADO, Criação do Datalake no Azure;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
11328;USAFLEX FRANQUIAS;Azure;Em Atendimento;38.0;0:00:00;5.0;16/07/2025 00:00;Descontar do PLUS no inicio do projeto;Erick Alex;Edison Sprandel;09/04/2025 00:00;;11/08/2025 18:00;USAFLEX, Escopo Defender for Server;Desenvolvimento e implementação de projeto Defender for Cloud
10775;FSA SOLUCOES;Azure;Fechado;50.0;56:09:00;100.0;30/05/2025 00:00;PRIME;Erick Alex;Thaise Albuquerque;11/03/2025 00:00;30/05/2025 00:00;30/05/2025 18:00;FSA - AZURE, Migração EA para CSP;Migracao de tenant CSP para EA
11359;JEM SYSTEM;Azure;Fechado;36.0;7:09:00;100.0;28/05/2025 00:00;PRIME;Eduardo Kochhann;Juliana Santos;10/04/2025 00:00;28/05/2025 00:00;23/05/2025 18:00;JEM SEGURANÇA - Azure Files POC;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
12438;Less Click;M365;Aguardando;10.0;2:03:00;5.0;15/07/2025 00:00;Descontar do PLUS no inicio do projeto;Eduardo Kochhann;Eder Rodrigues;11/06/2025 00:00;;31/07/2025 18:00;LESS CLICK, Security Execution M365;Assessment de Segurança
12439;Metha;M365;Aguardando;10.0;1:03:00;5.0;15/07/2025 00:00;Descontar do PLUS no inicio do projeto;Eduardo Kochhann;Eder Rodrigues;11/06/2025 00:00;;31/07/2025 18:00;METHA, Security Execution M365;Assessment de Segurança
12440;KPE Engenharia;M365;Aguardando;10.0;1:03:00;5.0;15/07/2025 00:00;Descontar do PLUS no inicio do projeto;Eduardo Kochhann;Eder Rodrigues;11/06/2025 00:00;;31/07/2025 18:00;KPE, Security Execution M365;Assessment de Segurança
12441;ADCE;M365;Novo;10.0;0:03:00;;15/07/2025 00:00;Descontar do PLUS no inicio do projeto;Eduardo Kochhann;Eder Rodrigues;11/06/2025 00:00;;31/07/2025 18:00;ADCE, Security Execution M365;Assessment de Segurança
11887;COMPANHIA NACIONAL DE CIMENTO - CNC;M365;Aguardando;64.0;31:04:00;100.0;15/07/2025 00:00;Faturar no inicio do projeto;Eduardo Kochhann;Thiago Alcantara;12/05/2025 00:00;;25/07/2025 18:00;CNC - Implementação de Recursos Premium P2 [CLIENTE FORA DO PARTNER];Assessment de Segurança
11704;SOU.cloud;Azure;Aguardando;;0:02:00;;07/05/2025 00:00;;Eduardo Kochhann;;02/05/2025 00:00;;;Reestruturação Lighthouse;Atualização/Upgrade de ambiente
13025;REDE OBA HORTIFRUTI;M365;Novo;15.0;0:00:00;;16/07/2025 00:00;Engajamento;Eduardo Kochhann;Edison Sprandel;08/07/2025 00:00;;;OBA, Incentivo Data Security;Engajamento - Data security
13099;SUPLEY;Azure;Novo;8.0;0:00:00;;16/07/2025 00:00;Faturar no inicio do projeto;Eduardo Kochhann;Mateus Silva;11/07/2025 00:00;;;SUPLEY sql para consulta;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
12550;MESSEM;Data e Power;Bloqueado;15.0;0:01:00;;16/07/2025 00:00;Faturar no inicio do projeto;Eduardo Kochhann;Cleber Bastos;17/06/2025 00:00;;31/07/2025 18:00;FAMICAPITAL, Power BI Embedded;Desenvolvimento e implementação de projeto Power BI Embedded
12142;REDE OBA HORTIFRUTI;M365;Fechado;40.0;5:53:00;100.0;24/06/2025 00:00;Engajamento;Gabriel de Menezes;Edison Sprandel;27/05/2025 00:00;24/06/2025 00:00;30/05/2025 18:00;THREAT PROTECTION ENGAGEMENT - REDEOBA;Engajamento - Threat protection engagement
11966;Metha;M365;Fechado;10.0;10:00:00;100.0;12/06/2025 00:00;Descontar do PLUS no inicio do projeto;Gabriel de Menezes;Eder Rodrigues;15/05/2025 00:00;12/06/2025 00:00;13/06/2025 08:00;METHA - FASTTRACK M365;Assessment de Segurança
13096;AD Martinelli;Data e Power;Resolvido;1.0;5:01:00;75.0;16/07/2025 00:00;Abonado;Daniel Modolin;Caio D'Agostini;11/07/2025 00:00;16/07/2025 00:00;21/07/2025 18:00;Parceiro CDB - Martinelli Auditores;Consultoria técnica
12617;Sicoob Coopecredi;Data e Power;Aguardando;20.0;16:05:00;;15/07/2025 00:00;Faturar no inicio do projeto;Mateus Augusto;Gustavo Moyses;20/06/2025 00:00;;16/07/2025 18:00;SICOOB PRO / EMBEDDED;Desenvolvimento e implementação de projeto Power BI Embedded
12898;A4PM;M365;Aguardando;40.0;2:15:00;5.0;16/07/2025 00:00;Faturar no final do projeto;Mateus Augusto;Cleber Bastos;04/07/2025 00:00;;04/08/2025 18:00;A4PM - Migração dos serviços Tenant RG para A4PM;Migracao de tenant para tenant
12506;FARMACIAS ASSOCIADAS;Azure;Fechado;4.0;3:52:00;100.0;20/06/2025 00:00;Faturar no inicio do projeto;Mateus Augusto;Erika Okada;13/06/2025 00:00;20/06/2025 00:00;25/06/2025 18:00;ASSOCIACAO DOS PROPRIETARIOS E OFICIAIS DE FARMACIA DO ESTADO DO RIO GRANDE DO SUL, Escopo Fechado;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
12507;BEBECE;Azure;Aguardando;20.0;12:32:00;75.0;11/07/2025 00:00;Engajamento;Mateus Augusto;Tatiana Lesnieski;13/06/2025 00:00;;08/08/2025 18:00;BEBECE, Assessment;Assessment for Rapid Migration
12522;Dynatech;Azure;Fechado;18.0;14:02:00;100.0;11/07/2025 00:00;Faturar no final do projeto;Mateus Augusto;Eder Rodrigues;13/06/2025 00:00;11/07/2025 00:00;15/08/2025 18:00;DYNATECH, AMBIENTE BOLHA SAP 3 MESES ( SAP QAS);Desenvolvimento e implementação de projeto Virtual Desktop
12948;Novo Cliente Projetos;Azure;Fechado;1.0;8:48:00;100.0;10/07/2025 00:00;Faturado em outro projeto;Mateus Augusto;João Mendonça - TEEVO;07/07/2025 00:00;10/07/2025 00:00;09/07/2025 18:00;ROTOPLASTYC - VM Azure;Desenvolvimento e implementação de projeto Virtual Desktop
12257;PORTOTECH;Azure;Fechado;10.0;8:38:00;100.0;26/06/2025 00:00;Faturar no inicio do projeto;Mateus Augusto;Gustavo Moyses;03/06/2025 00:00;26/06/2025 00:00;27/06/2025 18:00;PORTOTECH / FABRIC F2 + PORTAL;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
11602;CAMPOS MELLO ADVOGADOS;Azure;Fechado;30.0;0:02:00;100.0;20/05/2025 00:00;Engajamento;Mateus Augusto;Thiago Alcantara;25/04/2025 00:00;20/05/2025 00:00;19/05/2025 08:00;CAMPOS MELLO - INCENTIVO -  AMM;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
11603;CAMPOS MELLO ADVOGADOS;Azure;Fechado;30.0;24:41:00;100.0;20/05/2025 00:00;Faturar no inicio do projeto;Mateus Augusto;Thiago Alcantara;25/04/2025 00:00;20/05/2025 00:00;19/05/2025 18:00;Campos Mello - Azure ambiente de ERP;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
11624;Artabas;Azure;Fechado;25.0;25:11:00;100.0;06/06/2025 00:00;PRIME;René Pretto de Braga ;Eder Rodrigues;28/04/2025 00:00;06/06/2025 00:00;30/05/2025 18:00;ARTABAS, novo ambiente bolha SAP;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
11379;Via Certa;Azure;Fechado;34.0;35:15:00;100.0;27/06/2025 00:00;Descontar do PLUS no inicio do projeto;René Pretto de Braga ;Erika Okada;11/04/2025 00:00;27/06/2025 00:00;27/06/2025 18:00;VIA CERTA- File Server no Azure;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
11512;TUPY;Azure;Fechado;10.0;60:37:00;25.0;08/07/2025 00:00;Faturado em outro projeto;René Pretto de Braga ;Erika Okada;22/04/2025 00:00;08/07/2025 00:00;08/07/2025 18:00;TUPY- Rapid Migration Assessment;Assessment for Rapid Migration
12293;Artabas;Azure;Resolvido;6.0;6:00:00;100.0;16/07/2025 00:00;Faturar no final do projeto;René Pretto de Braga ;Eder Rodrigues;03/06/2025 00:00;16/07/2025 00:00;12/07/2025 18:00;ARTABAS , AZURE IAAS SISTEMA SENIOR E GLPI;Desenvolvimento e implementação de projeto Virtual Desktop
12521;BIB;Azure;Resolvido;18.0;15:21:00;100.0;16/07/2025 00:00;Descontar do PLUS no inicio do projeto;René Pretto de Braga ;Eder Rodrigues;13/06/2025 00:00;16/07/2025 00:00;04/07/2025 18:00;BANCO INDUSTRIAL DO BRASIL , NOVO WORKLOAD FORTINET;Migracao de workload de Cloud privada para Azure
11689;AVANTIA;M365;Em Atendimento;120.0;0:00:00;5.0;16/07/2025 00:00;Descontar do PLUS no inicio do projeto;Luciano Seabra;Thaise Albuquerque;30/04/2025 00:00;;15/09/2025 08:00;AVANTIA TECNOLOGIA, JORNADA DE SEGURANÇA;Assessment de Segurança
12041;FROOTY;M365;Em Atendimento;120.0;66:44:00;25.0;09/07/2025 00:00;Descontar do PLUS no inicio do projeto;Luciano Seabra;Gustavo Moyses;21/05/2025 00:00;;29/07/2025 18:00;FROOTY / MIGRAÇÃO EXCHANGE SERVER PARA  M365;Migracao Exchange para M365
11838;MSM SOLUCOES PARA O SEGMENTO JURIDICO LTDA;M365;Fechado;110.0;31:15:00;100.0;29/05/2025 00:00;PRIME;Tadeu Trajano;Thiago Alcantara;08/05/2025 00:00;29/05/2025 00:00;27/06/2025 18:00;MSM - O365;Migracao GSuite para M365
11907;KPE Engenharia;M365;Fechado;10.0;4:00:00;100.0;04/06/2025 00:00;Descontar do PLUS no inicio do projeto;Tadeu Trajano;Eder Rodrigues;13/05/2025 00:00;04/06/2025 00:00;;KPE ENGENHARIA , FAST TRACK M365;Assessment de Segurança
11965;BARUEL;M365;Fechado;35.0;18:15:00;100.0;27/06/2025 00:00;Faturar no final do projeto;Tadeu Trajano;Gustavo Moyses;15/05/2025 00:00;27/06/2025 00:00;09/06/2025 18:00;BARUEL / DEFENDER FOR BUSINESS - PRIME;Desenvolvimento e implementação de projeto DEFENDER
11567;FOSNOR - GALVANI;M365;Fechado;10.0;3:30:00;;03/06/2025 00:00;Descontar do PLUS no inicio do projeto;Tadeu Trajano;Tatiana Lesnieski;24/04/2025 00:00;03/06/2025 00:00;;GALVANI, Assessment Jornada de Segurança 365;Assessment de Segurança
11381;Artabas;M365;Fechado;30.0;8:41:00;100.0;02/05/2025 00:00;Faturar no inicio do projeto;Tadeu Trajano;Eder Rodrigues;14/04/2025 00:00;02/05/2025 00:00;;ARTABAS - Migração IMAP Zimbra  ;Migracao Zimbra para M365
12105;BONTEMPO MOVEIS;M365;Aguardando;24.0;18:25:00;50.0;16/07/2025 00:00;Faturar no inicio do projeto;Tadeu Trajano;Eder Rodrigues;23/05/2025 00:00;;18/07/2025 18:00;BONTEMPO ,  REMOÇÃO DE DADOS DE HISTORICO SPO;Desenvolvimento e implementação de projeto Sharepoint
12415;MSM SOLUCOES PARA O SEGMENTO JURIDICO LTDA;M365;Fechado;80.0;0:30:00;100.0;26/06/2025 00:00;Faturado em outro projeto;Tadeu Trajano;Thiago Alcantara;10/06/2025 00:00;26/06/2025 00:00;20/06/2025 18:00;MSM - Migração SharePoint e PipeDrive;Migracao GSuite para M365
12724;SUPLEY;M365;Em Atendimento;30.0;3:01:00;25.0;07/07/2025 00:00;Faturado em outro projeto;Tadeu Trajano;Mateus Silva;26/06/2025 00:00;;18/07/2025 18:00;SUPLEY POC DEFENDER;Desenvolvimento e implementação de projeto DEFENDER
12667;SLL FOMENTO MERCANTIL;M365;Em Atendimento;35.0;2:00:00;5.0;14/07/2025 00:00;Faturar no inicio do projeto;Tadeu Trajano;Keila Sayuri;24/06/2025 00:00;;08/08/2025 18:00;SLL - MICROSOFT 365 - SERVIÇO + LICENÇAS;Desenvolvimento e implementação de projeto Sharepoint
12435;CAMPOS MELLO ADVOGADOS;M365;Em Atendimento;20.0;2:02:00;5.0;14/07/2025 00:00;Engajamento;Tadeu Trajano;Thiago Alcantara;11/06/2025 00:00;;07/09/2025 18:00;Campos Mello - INCENTIVO - Data Security Engagement;Engajamento - Data security
12539;FERROPORT LOGISTICA COMERCIAL EXPORTADORA S.A;M365;Em Atendimento;20.0;1:31:00;25.0;08/07/2025 00:00;Engajamento;Tadeu Trajano;Diogo Lima;16/06/2025 00:00;;18/08/2025 18:00;FERROPORT, Incentivo Threat Protection;Engajamento - Threat protection engagement
12540;FERROPORT LOGISTICA COMERCIAL EXPORTADORA S.A;M365;Em Atendimento;20.0;1:31:00;25.0;08/07/2025 00:00;Engajamento;Tadeu Trajano;Diogo Lima;16/06/2025 00:00;;18/08/2025 18:00;FERROPORT, Incentivo Data Security;Engajamento - Data security
11664;SOU.cloud;Data e Power;Em Atendimento;;29:27:00;;11/07/2025 00:00;;Vitória Germann;;29/04/2025 00:00;;09/09/2025 18:00;Projeto interno de BI - Gerencial;Demandas Internas
11688;SOU.cloud;M365;Em Atendimento;;86:04:00;;15/07/2025 00:00;;Helen Machado;;30/04/2025 00:00;;15/08/2025 08:00;Reestruturação do Sharepoint;Desenvolvimento e implementação de projeto Sharepoint
11813;COMERCIAL ZAFFARI (GAUCHINHO);M365;Aguardando;65.0;43:41:00;75.0;15/07/2025 00:00;Descontar do PLUS no inicio do projeto;Helen Machado;Eder Rodrigues;07/05/2025 00:00;;25/07/2025 18:00;ZAFFARI , PROJETO TEMPLATE DE SHAREPOINT;Desenvolvimento e implementação de projeto INTRANET
12193;HEAD5 ENGENHARIA;Data e Power;Fechado;72.0;2:00:00;;30/05/2025 00:00;Descontar do PLUS no inicio do projeto;CDB Data Solutions;Eder Rodrigues;29/05/2025 00:00;30/05/2025 00:00;;HEAD 5 ENGENHARIA , ANÁLISE DE AMBIENTE PWA;Consultoria técnica
12062;Bastos Juntas Industria de Autopecas;Data e Power;Fechado;12.0;12:00:00;;25/06/2025 00:00;Faturar no inicio do projeto;CDB Data Solutions;Gustavo Moyses;22/05/2025 00:00;25/06/2025 00:00;;BASTOS /  ANALISE DE BANCO SQL  PAAS;Desenvolvimento e implementação de projeto Data
12026;C.BRAZIEL DESIGN;Data e Power;Fechado;5.0;5:00:00;;23/05/2025 00:00;Faturar no inicio do projeto;CDB Data Solutions;Cleber Bastos;20/05/2025 00:00;23/05/2025 00:00;;CBRAZIEL, Ajustes do novo ambiente;Consultoria técnica
12568;PORTOTECH;Azure;Em Atendimento;60.0;7:38:00;25.0;12/07/2025 00:00;Faturado em outro projeto;CDB Data Solutions;Gustavo Moyses;17/06/2025 00:00;;31/07/2025 18:00;PORTOTECH / FABRIC F2 + PORTAL;
11700;C.BRAZIEL DESIGN;Azure;Fechado;15.0;15:00:00;;30/05/2025 00:00;Faturar no final do projeto;CDB Data Solutions;Cleber Bastos;30/04/2025 00:00;30/05/2025 00:00;;CBRAZIEL, DBA;Desenvolvimento e implementação de projeto de Migração de Banco de Dados
12750;PROTECTING BRAINS & SAVING FUTURES SISTEMA DE DIAGNOSTICOS INTEGRADOS LTDA;Data e Power;Em Atendimento;160.0;18:57:00;;16/07/2025 00:00;Faturar no inicio do projeto;CDB Data Solutions;Eder Rodrigues;27/06/2025 00:00;;;PBSF , PROJETO POWER BI;Desenvolvimento e implementação de projeto Power BI
12777;MESSEM;Data e Power;Em Atendimento;25.0;0:00:00;;30/06/2025 00:00;Faturado em outro projeto;CDB Data Solutions;Cleber Bastos;30/06/2025 00:00;;;FAMICAPITAL, Power BI Embedded;Desenvolvimento e implementação de projeto Power BI Embedded
12778;Sicoob Coopecredi;Data e Power;Em Atendimento;88.0;0:00:00;;30/06/2025 00:00;Faturado em outro projeto;CDB Data Solutions;Gustavo Moyses;30/06/2025 00:00;;;SICOOB PRO / EMBEDDED;Desenvolvimento e implementação de projeto Power BI Embedded
13109;MERCUR;Data e Power;Em Atendimento;30.0;1:36:00;;16/07/2025 00:00;Descontar do PLUS no inicio do projeto;CDB Data Solutions;Eder Rodrigues;11/07/2025 00:00;;;*MERCUR, ASSESMENT DE AMBIENTE DE DADOS;Consultoria técnica
11408;FORSHIP ENGENHARIA;M365;Fechado;10.0;15:57:00;5.0;27/05/2025 00:00;Engajamento;Matheus Pacheco;Thiago Alcantara;14/04/2025 00:00;27/05/2025 00:00;28/05/2025 18:00;Forship - Assessment for Rapid Migration;Assessment de Segurança
12945;SOU.cloud;Data e Power;Aguardando;23.0;0:01:00;5.0;16/07/2025 00:00;Abonado;Felipe Neiva;Caio D'Agostini;07/07/2025 00:00;;08/08/2025 18:00;Fluxo de migração de contas;Desenvolvimento e implementação de projeto Power Automate
12473;COMERCIAL ZAFFARI (GAUCHINHO);Azure;Em Atendimento;24.0;0:03:00;100.0;25/06/2025 00:00;Descontar do PLUS no inicio do projeto;Erick Alex;Eder Rodrigues;12/06/2025 00:00;;31/07/2025 18:00;COMERCIAL ZAFFARI  - Copia de dados DEV -> PROD;Storage
12479;SOU.cloud;Data e Power;Em Atendimento;;9:21:00;;09/07/2025 00:00;;Bernardo Mesko;;12/06/2025 00:00;;11/07/2025 18:00;PMO Control.360 SOU;
12890;WILSON SONS MARITIMO;Produtos TEEVO;Novo;24.0;0:01:00;;11/07/2025 00:00;Faturar no final do projeto;Jordan da Rosa;Junior Brevia;04/07/2025 00:00;;;WILSON SONS, Serviço Upgrade C.A. Windows;Serviços On Premises
12531;GRUPO SANMARTIN;M365;Em Atendimento;45.0;1:38:00;;14/07/2025 00:00;Descontar do PLUS no inicio do projeto;Renan Cinotti;Aline Mezzomo;16/06/2025 00:00;;25/07/2025 18:00;Máquinas Sanmartin - Etiquetas Office 365;Desenvolvimento e implementação de projeto DLP e AIP (MIP)
12546;IN FORMA ;M365;Em Atendimento;105.0;17:00:00;75.0;16/07/2025 00:00;PRIME;Renan Cinotti;Thaise Albuquerque;16/06/2025 00:00;;31/07/2025 18:00;INFORMA SOFTWARE, MIGRAÇÃO GOOGLE PARA MICROSOFT;Migracao GSuite para M365
12751;FLUID SYSTEM;M365;Em Atendimento;45.0;0:00:00;5.0;16/07/2025 00:00;PRIME;Renan Cinotti;Gustavo Moyses;27/06/2025 00:00;;20/08/2025 16:00;IBBA- FLUID / LICENÇAS M365;Migracao E-mails IMAP para M365
12774;GDM;M365;Em Atendimento;40.0;3:42:00;75.0;16/07/2025 00:00;Faturar no inicio do projeto;Renan Cinotti;Erika Okada;30/06/2025 00:00;;15/08/2025 17:00;GDM- Migração exchange e onedrive;Migracao Exchange para M365
